"date","prec","prec_var","flow_obs","flow_sim","pet","tmin","tmean","tmax","srad","vprp"
2000-11-15,0.42,0.121,,0.103,3.706,3.54,11.433,19.327,26.928,4.917
2000-11-16,0.02,0,,0.107,3.049,4.546,11.496,18.445,19.367,5.878
2000-11-17,0.367,0.109,,0.105,3.128,6.6,12.406,18.211,15.213,6.9
2000-11-18,0.734,1.098,,0.104,3.807,6.597,12.942,19.287,18.431,7.046
2000-11-19,0.057,0.003,,0.107,4.012,5.296,12.808,20.32,21.025,8.128
2000-11-20,0.02,0.001,,0.107,4.158,5.737,13.143,20.55,21.047,8.54
2000-11-21,0.069,0.006,,0.104,3.93,5.303,12.726,20.148,20.098,8.703
2000-11-22,0.767,1.034,,0.1,3.001,7.074,12.591,18.108,14.991,8.367
2000-11-23,0.892,0.73,,0.101,2.668,6.907,11.385,15.863,18.325,8.31
2000-11-24,2.17,3.78,,0.111,3.625,7.083,12.666,18.249,19.331,8.047
2000-11-25,1.875,3.804,,0.133,3.762,7.858,13.366,18.875,20.84,8.873
2000-11-26,4.976,19.795,,0.152,3.577,7.56,13.283,19.005,19.579,9.63
2000-11-27,4.085,14.679,,0.198,3.032,7.557,12.76,17.962,17.608,9.754
2000-11-28,1.53,3.023,,0.236,2.725,7.575,12.242,16.909,15.069,10.467
2000-11-29,2.451,4.434,,0.261,3.279,7.918,12.826,17.733,19.408,10.264
2000-11-30,3.076,16.414,,0.273,3.18,8.328,12.458,16.588,19.157,10.359
2000-12-01,2.272,3.111,,0.274,3.546,7.324,12.556,17.788,17.56,10.112
2000-12-02,2.853,5.292,,0.28,3.215,6.673,11.863,17.053,17.528,9.426
2000-12-03,3.261,6.412,,0.286,3.231,6.541,11.689,16.837,16.192,10.082
2000-12-04,3.551,1.81,,0.297,2.881,6.774,11.395,16.015,14.29,9.902
2000-12-05,0.347,0.095,,0.309,3.419,6.467,11.675,16.883,19.177,9.964
2000-12-06,0.305,0.069,,0.298,3.027,6.184,11.254,16.324,21.345,9.007
2000-12-07,1.814,2.762,,0.266,3.359,6.791,11.972,17.154,22.101,8.694
2000-12-08,4.757,10.181,,0.244,2.757,6.942,10.954,14.965,16.628,9.249
2000-12-09,3.931,4.699,,0.255,3.083,7.604,11.519,15.433,16.731,9.98
2000-12-10,7.947,21.31,,0.308,3.22,8.018,12.417,16.817,16.09,9.781
2000-12-11,0.46,0.161,,0.397,3.822,6.88,12.196,17.513,22.288,9.137
2000-12-12,0.219,0.041,,0.438,4.601,6.126,12.732,19.337,26.877,8.04
2000-12-13,0.244,0.033,,0.41,4.145,4.737,12.212,19.687,27.251,7.174
2000-12-14,0.367,0.095,,0.334,4.33,4.77,11.856,18.942,25.04,7.949
2000-12-15,1.451,2.693,,0.263,3.621,4.705,11.271,17.837,22.316,8.682
2000-12-16,1.937,0.888,,0.224,3.32,5.477,11.194,16.912,18.355,8.948
2000-12-17,5.434,12.218,,0.218,2.935,6.316,11.321,16.326,18.529,9.12
2000-12-18,3.146,3.022,,0.25,3.192,7.057,12.081,17.105,15.582,9.467
2000-12-19,1.194,0.685,,0.298,3.544,6.204,11.797,17.391,21.104,8.769
2000-12-20,5.102,17.248,,0.336,3.241,6.526,11.48,16.434,17.488,9.657
2000-12-21,1.526,1.844,,0.357,4.021,6.015,11.785,17.554,22.891,8.902
2000-12-22,2.931,4.915,,0.394,4.454,6.64,12.102,17.565,23.698,9.229
2000-12-23,2.61,3.416,,0.397,3.583,7.164,11.957,16.751,21.621,9.514
2000-12-24,1.804,2.995,,0.397,3.984,7.053,12.778,18.502,22.57,9.517
2000-12-25,3.191,14.492,,0.384,4.22,6.216,12.65,19.085,22.053,9.478
2000-12-26,3.037,7.897,,0.376,4.001,6.522,12.829,19.136,21.061,10.06
2000-12-27,8.079,15.811,,0.41,3.177,7.112,11.608,16.103,16.955,9.836
2000-12-28,8.916,23.319,,0.524,3.128,7.973,11.788,15.603,14.465,10.455
2000-12-29,10.321,48.951,,0.694,2.536,8.026,11.268,14.51,14.652,10.853
2000-12-30,4.055,8.736,,0.923,2.457,7.692,11.267,14.843,14.153,10.793
2000-12-31,5.335,16.876,,1.231,2.698,7.249,11.353,15.458,16.289,10.567
